Title,URL,Price,Currency Code,Gender,Category,Store Name,Image URL,Saves
Crosby Sofa ,http://www.westelm.com/products/crosby-sofa-g998/?pkey=call-new&cm_src=all-new||NoFacet-_-NoFacet-_--_-,1299.00,USD,neutral,home,Potential Couches,https://s3.amazonaws.com/assets.svpply.com/large/2905908.jpg,44
Gus* - Jane Bi-Sectional,http://www.2modern.com/modern-furniture/Sofas/Gus-Modern-Jane-Bi-Sectional_2,,USD,neutral,home,Potential Couches,https://s3.amazonaws.com/assets.svpply.com/large/1061445.jpg,12
